bldg_name,district,sq_ft,price
Agricultural Bank Of China Tower,CENTRAL,"Agricultural Bank Of China Tower
CENTRAL
Rental: HKD 226,640 / 80 p.s.f.
Size: 2,833 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 57592","226,640"
Golden Centre,SHEUNG WAN,"Golden Centre
SHEUNG WAN
Rental: HKD 226,170 / 42 p.s.f.
Size: 5,385 s.f.
Fully Fitted, Mid Floor, Partial Seaview
Prop.#: 60297","226,170"
Golden Centre,SHEUNG WAN,"Golden Centre
SHEUNG WAN
Rental: HKD 226,170 / 42 p.s.f.
Size: 5,385 s.f.
Fully Fitted, Mid Floor, Partial Seaview
Prop.#: 90164","226,170"
Golden Centre,SHEUNG WAN,"Golden Centre
SHEUNG WAN
Rental: HKD 226,170 / 42 p.s.f.
Size: 5,385 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 18598","226,170"
"Queen's Road Central, 8",CENTRAL,"Queen's Road Central, 8
CENTRAL
Rental: HKD 225,900 / 75 p.s.f.
Size: 3,012 s.f.
Fully Fitted, Low Floor, Garden View
Prop.#: 17772","225,900"
"Queen's Road Central, 8",CENTRAL,"Queen's Road Central, 8
CENTRAL
Rental: HKD 225,900 / 75 p.s.f.
Size: 3,012 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 12029","225,900"
Cosco Tower,SHEUNG WAN,"Cosco Tower
SHEUNG WAN
Rental: HKD 225,120 / 60 p.s.f.
Size: 3,752 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 19638","225,120"
One Peking,TSIM SHA TSUI,"One Peking
TSIM SHA TSUI
Rental: HKD 224,000 / 70 p.s.f.
Size: 3,200 s.f.
Bare Shell, Sea View
Prop.#: 91357","224,000"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 223,080 / 52 p.s.f.
Size: 4,290 s.f.
Mid Floor
Prop.#: 90454","223,080"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 223,080 / 52 p.s.f.
Size: 4,290 s.f.
High Floor
Prop.#: 90455","223,080"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 223,080 / 52 p.s.f.
Size: 4,290 s.f.
High Floor
Prop.#: 90457","223,080"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 223,080 / 52 p.s.f.
Size: 4,290 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 65421","223,080"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 223,080 / 52 p.s.f.
Size: 4,290 s.f.
Mid Floor
Prop.#: 1966","223,080"
Millennium City 6,KWUN TONG,"Millennium City 6
KWUN TONG
Rental: HKD 222,804 / 27 p.s.f.
Size: 8,252 s.f.
Bare Shell, Mid Floor
Prop.#: 90771","222,804"
"Central Des Voeux, 308",SHEUNG WAN,"Central Des Voeux, 308
SHEUNG WAN
Rental: HKD 222,568 / 43 p.s.f.
Size: 5,176 s.f.
Fully Fitted, Mid Floor, Partial Seaview
Prop.#: 68595","222,568"
Fortis Tower,WAN CHAI,"Fortis Tower
WAN CHAI
Rental: HKD 222,250 / 35 p.s.f.
Price: HKD 95.3M / 15,000 p.s.f.
Size: 6,350 s.f.
Fully Fitted, High Floor, City View
Prop.#: 57721","222,250"
Infinitus Plaza,SHEUNG WAN,"Infinitus Plaza
SHEUNG WAN
Rental: HKD 221,840 / 47 p.s.f.
Size: 4,720 s.f.
Bare Shell, High Floor, Partial Seaview
Prop.#: 89724","221,840"
Jubilee Centre,WAN CHAI,"Jubilee Centre
WAN CHAI
Rental: HKD 220,869 / 33 p.s.f.
Size: 6,693 s.f.
Fully Fitted, Low Floor, Partial Seaview
Prop.#: 25894","220,869"
Sino Plaza,CAUSEWAY BAY,"Sino Plaza
CAUSEWAY BAY
Rental: HKD 220,185 / 45 p.s.f.
Size: 4,893 s.f.
Fully Fitted, Low Floor, Sea View
Prop.#: 90732","220,185"
Lee Garden Two (Caroline Centre),CAUSEWAY BAY,"VR TOUR
Lee Garden Two (Caroline Centre)
CAUSEWAY BAY
Rental: HKD 219,450 / 55 p.s.f.
Size: 3,990 s.f.
Furnished, Low Floor, City View
Prop.#: 90332","219,450"
Asia Standard Tower,CENTRAL,"Asia Standard Tower
CENTRAL
Rental: HKD 219,219 / 39 p.s.f.
Size: 5,621 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 1304","219,219"
Kerry Centre,NORTH POINT,"Kerry Centre
NORTH POINT
Rental: HKD 219,186 / 33 p.s.f.
Size: 6,642 s.f.
Low Floor
Prop.#: 90800","219,186"
Energy Plaza,TSIM SHA TSUI,"Energy Plaza
TSIM SHA TSUI
Rental: HKD 219,120 / 40 p.s.f.
Size: 5,478 s.f.
Fully Fitted, Low Floor
Prop.#: 78252","219,120"
Ruttonjee Centre - Dina House,CENTRAL,"Ruttonjee Centre - Dina House
CENTRAL
Rental: HKD 218,680 / 40 p.s.f.
Size: 5,467 s.f.
Fully Fitted, City View
Prop.#: 88826","218,680"
"Harbourfront, Two",HUNG HOM / TO KWA WAN,"Harbourfront, Two
HUNG HOM / TO KWA WAN
Rental: HKD 218,400 / 35 p.s.f.
Size: 6,240 s.f.
Mid Floor
Prop.#: 74655","218,400"
Plaza 228,WAN CHAI,"Plaza 228
WAN CHAI
Rental: HKD 218,330 / 35 p.s.f.
Size: 6,238 s.f.
Bare Shell, High Floor, Race Course View
Prop.#: 85898","218,330"
Three Garden Road - Champion Tower,CENTRAL,"Three Garden Road - Champion Tower
CENTRAL
Rental: HKD 218,085 / 93 p.s.f.
Size: 2,345 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 19188","218,085"
Felicity Building - Res,SHEUNG WAN,"Felicity Building - Res
SHEUNG WAN
Rental: HKD 218,008 / 92 p.s.f.
Size: 2,380 s.f.
Fully Fitted
Prop.#: 90908","218,008"
Sino Plaza,CAUSEWAY BAY,"Sino Plaza
CAUSEWAY BAY
Rental: HKD 217,080 / 45 p.s.f.
Size: 4,824 s.f.
Fully Fitted, Mid Floor
Prop.#: 90411","217,080"
"Gateway, The - Tower 5",TSIM SHA TSUI,"Gateway, The - Tower 5
TSIM SHA TSUI
Rental: HKD 216,528 / 39 p.s.f.
Size: 5,552 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 5124","216,528"
Tower 535,CAUSEWAY BAY,"Tower 535
CAUSEWAY BAY
Rental: HKD 216,000 / 180 p.s.f.
Size: 1,200 s.f.
Fully Fitted, Low Floor
Prop.#: 85109","216,000"
Dominion Centre,WAN CHAI,"Dominion Centre
WAN CHAI
Rental: HKD 215,740 / 23 p.s.f.
Price: HKD 75.0M / 8,000 p.s.f.
Size: 9,380 s.f.
Bare Shell, High Floor, Open View
Prop.#: 5376","215,740"
Chuang's Tower,CENTRAL,"Chuang's Tower
CENTRAL
Rental: HKD 215,592 / 52 p.s.f.
Size: 4,146 s.f.
Bare Shell, Low Floor
Prop.#: 72899","215,592"
Chuang's Tower,CENTRAL,"Chuang's Tower
CENTRAL
Rental: HKD 215,592 / 52 p.s.f.
Size: 4,146 s.f.
Bare Shell, Low Floor, City View
Prop.#: 46953","215,592"
"Gateway, The - Tower 2",TSIM SHA TSUI,"Gateway, The - Tower 2
TSIM SHA TSUI
Rental: HKD 215,377 / 37 p.s.f.
Size: 5,821 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 8842","215,377"
Berkshire House,QUARRY BAY,"Berkshire House
QUARRY BAY
Rental: HKD 215,200 / 32 p.s.f.
Size: 6,725 s.f.
Fully Fitted, Low Floor, Open View
Prop.#: 814","215,200"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 214,500 / 50 p.s.f.
Size: 4,290 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 90453","214,500"
HDH Centre,CAUSEWAY BAY,"HDH Centre
CAUSEWAY BAY
Rental: HKD 214,500 / 60 p.s.f.
Size: 3,575 s.f.
Bare Shell, Low Floor
Prop.#: 83443","214,500"
One Humphreys,TSIM SHA TSUI,"VR TOUR
One Humphreys
TSIM SHA TSUI
Rental: HKD 213,928 / 61 p.s.f.
Size: 3,536 s.f.
Bare Shell, High Floor, Open View
Prop.#: 87934","213,928"
Elite Centre,KWUN TONG,"Elite Centre
KWUN TONG
Rental: HKD 213,750 / 18 p.s.f.
Size: 11,875 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 64028","213,750"
The Center,CENTRAL,"The Center
CENTRAL
Rental: HKD 213,738 / 49 p.s.f.
Price: HKD 99.5M / 22,800 p.s.f.
Size: 4,362 s.f.
Bare Shell, Low Floor, Open View
Prop.#: 77572","213,738"
The Center,CENTRAL,"The Center
CENTRAL
Rental: HKD 213,525 / 75 p.s.f.
Size: 2,847 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 91830","213,525"
"Nathan Road, 700",MONG KOK / TAI KOK TSUI,"Nathan Road, 700
MONG KOK / TAI KOK TSUI
Rental: HKD 212,876 / 38 p.s.f.
Size: 5,602 s.f.
Fully Fitted
Prop.#: 88589","212,876"
AIA Tower,NORTH POINT,"AIA Tower
NORTH POINT
Rental: HKD 212,100 / 42 p.s.f.
Size: 5,050 s.f.
Fully Fitted, Partial Seaview
Prop.#: 92151","212,100"
YF Life Tower,WAN CHAI,"YF Life Tower
WAN CHAI
Rental: HKD 211,536 / 39 p.s.f.
Size: 5,424 s.f.
Fully Fitted, High Floor, City View
Prop.#: 79856","211,536"
Asia Standard Tower,CENTRAL,"Asia Standard Tower
CENTRAL
Rental: HKD 211,380 / 39 p.s.f.
Size: 5,420 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 63885","211,380"
The Center,CENTRAL,"The Center
CENTRAL
Rental: HKD 211,140 / 45 p.s.f.
Size: 4,692 s.f.
Fully Fitted
Prop.#: 90810","211,140"
New World Tower 1,CENTRAL,"New World Tower 1
CENTRAL
Rental: HKD 210,975 / 75 p.s.f.
Size: 2,813 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 8841","210,975"
"King's Road, 633",NORTH POINT,"King's Road, 633
NORTH POINT
Rental: HKD 210,945 / 21 p.s.f.
Size: 10,045 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 27600","210,945"
Three Garden Road - ICBC Tower,CENTRAL,"Three Garden Road - ICBC Tower
CENTRAL
Rental: HKD 210,924 / 93 p.s.f.
Size: 2,268 s.f.
Bare Shell, Low Floor, Park View
Prop.#: 16234","210,924"
Baskerville House,CENTRAL,"Baskerville House
CENTRAL
Rental: HKD 210,870 / 55 p.s.f.
Size: 3,834 s.f.
Bare Shell, Low Floor
Prop.#: 91727","210,870"
"Queen's Road Central, 8",CENTRAL,"Queen's Road Central, 8
CENTRAL
Rental: HKD 210,840 / 70 p.s.f.
Size: 3,012 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 17774","210,840"
Island Place Tower,NORTH POINT,"Island Place Tower
NORTH POINT
Rental: HKD 210,816 / 24 p.s.f.
Size: 8,784 s.f.
Bare Shell, Low Floor, Partial Seaview
Prop.#: 43865","210,816"
One Humphreys,TSIM SHA TSUI,"VR TOUR
One Humphreys
TSIM SHA TSUI
Rental: HKD 210,392 / 60 p.s.f.
Size: 3,536 s.f.
Bare Shell, High Floor, Open View
Prop.#: 87935","210,392"
Pacific House,CENTRAL,"Pacific House
CENTRAL
Rental: HKD 210,330 / 57 p.s.f.
Size: 3,690 s.f.
Bare Shell, Mid Floor
Prop.#: 90538","210,330"
Citicorp Centre,NORTH POINT,"Citicorp Centre
NORTH POINT
Rental: HKD 210,168 / 18 p.s.f.
Size: 11,676 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 746","210,168"
Sun Hung Kai Centre,WAN CHAI,"Sun Hung Kai Centre
WAN CHAI
Rental: HKD 209,932 / 62 p.s.f.
Size: 3,386 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 83722","209,932"
Dah Sing Financial Centre,WAN CHAI,"Dah Sing Financial Centre
WAN CHAI
Rental: HKD 208,863 / 35 p.s.f.
Size: 6,054 s.f.
Fully Fitted
Prop.#: 89272","208,863"
Lippo Centre - Tower 2,ADMIRALTY,"Lippo Centre - Tower 2
ADMIRALTY
Rental: HKD 208,845 / 45 p.s.f.
Size: 4,641 s.f.
Partially Fitted, High Floor, Open View
Prop.#: 31844","208,845"
Causeway Bay Plaza II,CAUSEWAY BAY,"Causeway Bay Plaza II
CAUSEWAY BAY
Rental: HKD 208,705 / 35 p.s.f.
Size: 5,963 s.f.
Bare Shell, High Floor, City View
Prop.#: 45545","208,705"
Admiralty Centre - Tower 1,ADMIRALTY,"Admiralty Centre - Tower 1
ADMIRALTY
Rental: HKD 208,590 / 34 p.s.f.
Size: 6,135 s.f.
Bare Shell, Mid Floor, Mountain View
Prop.#: 63270","208,590"
Exchange Tower,KOWLOON BAY,"Exchange Tower
KOWLOON BAY
Rental: HKD 207,927 / 17 p.s.f.
Size: 12,231 s.f.
Low Floor
Prop.#: 66311","207,927"
Wing On House,CENTRAL,"Wing On House
CENTRAL
Rental: HKD 206,920 / 35 p.s.f.
Price: HKD 106.4M / 18,000 p.s.f.
Size: 5,912 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 39485","206,920"
One Humphreys,TSIM SHA TSUI,"One Humphreys
TSIM SHA TSUI
Rental: HKD 206,856 / 59 p.s.f.
Size: 3,536 s.f.
Bare Shell, Mid Floor, Open View
Prop.#: 87936","206,856"
One Humphreys,TSIM SHA TSUI,"One Humphreys
TSIM SHA TSUI
Rental: HKD 206,640 / 62 p.s.f.
Size: 3,360 s.f.
Bare Shell, High Floor, Open View
Prop.#: 87933","206,640"
"King's Road, 633",NORTH POINT,"King's Road, 633
NORTH POINT
Rental: HKD 205,923 / 21 p.s.f.
Size: 10,045 s.f.
Bare Shell, Low Floor, City View
Prop.#: 27569","205,923"
"King's Road, 633",NORTH POINT,"King's Road, 633
NORTH POINT
Rental: HKD 205,923 / 21 p.s.f.
Size: 10,045 s.f.
Bare Shell, Low Floor, City View
Prop.#: 27571","205,923"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Bare Shell, High Floor, City View
Prop.#: 65426","205,920"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Bare Shell, Low Floor, City View
Prop.#: 21425","205,920"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Bare Shell, Low Floor, City View
Prop.#: 51765","205,920"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Mid Floor, City View
Prop.#: 90451","205,920"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Bare Shell, High Floor, City View
Prop.#: 90456","205,920"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Bare Shell, High Floor, City View
Prop.#: 90458","205,920"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 86323","205,920"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Bare Shell, Low Floor, Open View
Prop.#: 952","205,920"
Chinachem Tower,CENTRAL,"Chinachem Tower
CENTRAL
Rental: HKD 205,920 / 48 p.s.f.
Size: 4,290 s.f.
Bare Shell, Low Floor, Open View
Prop.#: 1027","205,920"
Plaza 228,WAN CHAI,"Plaza 228
WAN CHAI
Rental: HKD 205,240 / 35 p.s.f.
Size: 5,864 s.f.
High Floor, Race Course View
Prop.#: 85897","205,240"
One Humphreys,TSIM SHA TSUI,"VR TOUR
One Humphreys
TSIM SHA TSUI
Rental: HKD 205,239 / 56 p.s.f.
Size: 3,698 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 87939","205,239"
"Wyndham Street, 33",CENTRAL,"Wyndham Street, 33
CENTRAL
Rental: HKD 204,800 / 40 p.s.f.
Size: 5,120 s.f.
Fully Fitted, Open View
Prop.#: 84888","204,800"
Central Plaza,WAN CHAI,"Central Plaza
WAN CHAI
Rental: HKD 204,655 / 55 p.s.f.
Size: 3,721 s.f.
Fully Fitted, City View
Prop.#: 15325","204,655"
South Seas Centre - Tower 1,TSIM SHA TSUI,"South Seas Centre - Tower 1
TSIM SHA TSUI
Rental: HKD 204,600 / 24 p.s.f.
Size: 8,525 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 83191","204,600"
YF Life Centre,WAN CHAI,"YF Life Centre
WAN CHAI
Rental: HKD 204,520 / 40 p.s.f.
Size: 5,113 s.f.
Bare Shell, Mid Floor
Prop.#: 81240","204,520"
Pedder Building,CENTRAL,"Pedder Building
CENTRAL
Rental: HKD 204,490 / 130 p.s.f.
Size: 1,573 s.f.
Bare Shell, City View
Prop.#: 91998","204,490"
Entertainment Building,CENTRAL,"VR TOUR
Entertainment Building
CENTRAL
Rental: HKD 203,560 / 70 p.s.f.
Size: 2,908 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 73372","203,560"
One Humphreys,TSIM SHA TSUI,"VR TOUR
One Humphreys
TSIM SHA TSUI
Rental: HKD 203,320 / 58 p.s.f.
Size: 3,536 s.f.
Bare Shell, Mid Floor
Prop.#: 87937","203,320"
Hopewell Centre,WAN CHAI,"Hopewell Centre
WAN CHAI
Rental: HKD 203,310 / 45 p.s.f.
Size: 4,518 s.f.
Bare Shell, High Floor, Partial Seaview
Prop.#: 87099","203,310"
Century Square,CENTRAL,"Century Square
CENTRAL
Rental: HKD 202,850 / 50 p.s.f.
Size: 4,057 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 7687","202,850"
Century Square,CENTRAL,"Century Square
CENTRAL
Rental: HKD 202,850 / 50 p.s.f.
Size: 4,057 s.f.
Fully Fitted
Prop.#: 80830","202,850"
Great Eagle Centre,WAN CHAI,"Great Eagle Centre
WAN CHAI
Rental: HKD 202,662 / 54 p.s.f.
Size: 3,753 s.f.
Furnished, Mid Floor, City View
Prop.#: 16707","202,662"
China Insurance Group Building,SHEUNG WAN,"China Insurance Group Building
SHEUNG WAN
Rental: HKD 201,900 / 30 p.s.f.
Price: HKD 84.1M / 12,500 p.s.f.
Size: 6,730 s.f.
Fully Fitted, High Floor
Prop.#: 81549","201,900"
China Hong Kong City - Tower 2,TSIM SHA TSUI,"China Hong Kong City - Tower 2
TSIM SHA TSUI
Rental: HKD 201,656 / 28 p.s.f.
Size: 7,202 s.f.
Fully Fitted, High Floor, City View
Prop.#: 75511","201,656"
One Humphreys,TSIM SHA TSUI,"VR TOUR
One Humphreys
TSIM SHA TSUI
Rental: HKD 201,541 / 55 p.s.f.
Size: 3,698 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 87940","201,541"
Hopewell Centre,WAN CHAI,"Hopewell Centre
WAN CHAI
Rental: HKD 201,100 / 100 p.s.f.
Size: 2,011 s.f.
Low Floor
Prop.#: 71353","201,100"
China Building,CENTRAL,"China Building
CENTRAL
Rental: HKD 200,340 / 60 p.s.f.
Size: 3,339 s.f.
Bare Shell, Low Floor
Prop.#: 9000","200,340"
Millennium City 1 - Tower 01,KWUN TONG,"Millennium City 1 - Tower 01
KWUN TONG
Rental: HKD 200,158 / 29 p.s.f.
Size: 6,902 s.f.
Fully Fitted, Mid Floor
Prop.#: 75816","200,158"
J Senses,WAN CHAI,"J Senses
WAN CHAI
Rental: HKD 200,078 / 24 p.s.f.
Size: 8,302 s.f.
Low Floor
Prop.#: 86344","200,078"
Richmond Plaza,CAUSEWAY BAY,"Richmond Plaza
CAUSEWAY BAY
Rental: HKD 199,998 / 47 p.s.f.
Size: 4,268 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 58415","199,998"
Ho Lee Commercial Building,CENTRAL,"Ho Lee Commercial Building
CENTRAL
Rental: HKD 199,980 / 44 p.s.f.
Size: 4,500 s.f.
Bare Shell, Low Floor
Prop.#: 78882","199,980"
J Senses,WAN CHAI,"J Senses
WAN CHAI
Rental: HKD 199,970 / 37 p.s.f.
Size: 5,364 s.f.
Low Floor
Prop.#: 86343","199,970"
Tower 535,CAUSEWAY BAY,"Tower 535
CAUSEWAY BAY
Rental: HKD 199,860 / 60 p.s.f.
Size: 3,331 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 78172","199,860"
One Humphreys,TSIM SHA TSUI,"VR TOUR
One Humphreys
TSIM SHA TSUI
Rental: HKD 199,784 / 57 p.s.f.
Size: 3,536 s.f.
Bare Shell, Mid Floor, City View
Prop.#: 87938","199,784"
DL Tower,CENTRAL,"DL Tower
CENTRAL
Rental: HKD 199,343 / 65 p.s.f.
Price: HKD 69.8M / 22,831 p.s.f.
Size: 3,056 s.f.
Bare Shell, Low Floor, City View
Prop.#: 90895","199,343"
World Wide House,CENTRAL,"World Wide House
CENTRAL
Rental: HKD 198,720 / 40 p.s.f.
Size: 4,968 s.f.
Fully Fitted, Mid Floor, City View
Prop.#: 78733","198,720"
One Humphreys,TSIM SHA TSUI,"One Humphreys
TSIM SHA TSUI
Rental: HKD 198,625 / 63 p.s.f.
Size: 3,178 s.f.
Bare Shell, High Floor, Open View
Prop.#: 87932","198,625"
Lippo Centre - Tower 2,ADMIRALTY,"Lippo Centre - Tower 2
ADMIRALTY
Rental: HKD 198,192 / 48 p.s.f.
Price: HKD 123.9M / 30,000 p.s.f.
Size: 4,129 s.f.
Furnished, High Floor, Mountain View
Prop.#: 75625","198,192"
Admiralty Centre - Tower 2,ADMIRALTY,"Admiralty Centre - Tower 2
ADMIRALTY
Rental: HKD 198,159 / 39 p.s.f.
Price: HKD 162.6M / 32,000 p.s.f.
Size: 5,081 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 89690","198,159"
Haleson Building,SHEUNG WAN,"Haleson Building
SHEUNG WAN
Rental: HKD 198,018 / 35 p.s.f.
Size: 5,700 s.f.
Prop.#: 90746","198,018"
Central Plaza,WAN CHAI,"Central Plaza
WAN CHAI
Rental: HKD 197,888 / 64 p.s.f.
Size: 3,092 s.f.
Fully Fitted, High Floor, Sea View
Prop.#: 65957","197,888"
One Humphreys,TSIM SHA TSUI,"VR TOUR
One Humphreys
TSIM SHA TSUI
Rental: HKD 197,843 / 54 p.s.f.
Size: 3,698 s.f.
Bare Shell, Low Floor
Prop.#: 87941","197,843"
Three Garden Road - Champion Tower,CENTRAL,"Three Garden Road - Champion Tower
CENTRAL
Rental: HKD 197,439 / 93 p.s.f.
Size: 2,123 s.f.
Furnished, Mid Floor, City View
Prop.#: 90731","197,439"
St. John's Building,CENTRAL,"St. John's Building
CENTRAL
Rental: HKD 197,200 / 58 p.s.f.
Size: 3,400 s.f.
Fully Fitted, Low Floor, Open View
Prop.#: 80895","197,200"
St. John's Building,CENTRAL,"St. John's Building
CENTRAL
Rental: HKD 197,200 / 58 p.s.f.
Size: 3,400 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 803","197,200"
Dah Sing Financial Centre,WAN CHAI,"Dah Sing Financial Centre
WAN CHAI
Rental: HKD 196,536 / 38 p.s.f.
Size: 5,172 s.f.
Partially Fitted, High Floor, Open View
Prop.#: 22760","196,536"
Citicorp Centre,NORTH POINT,"Citicorp Centre
NORTH POINT
Rental: HKD 196,200 / 18 p.s.f.
Size: 10,900 s.f.
Bare Shell, High Floor, Sea View
Prop.#: 14978","196,200"
Pedder Building,CENTRAL,"Pedder Building
CENTRAL
Rental: HKD 195,720 / 120 p.s.f.
Size: 1,631 s.f.
Bare Shell, Low Floor, City View
Prop.#: 80829","195,720"
"Queen's Road Central, 9",CENTRAL,"Queen's Road Central, 9
CENTRAL
Rental: HKD 194,600 / 70 p.s.f.
Size: 2,780 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 1157","194,600"
299QRC,SHEUNG WAN,"299QRC
SHEUNG WAN
Rental: HKD 194,211 / 27 p.s.f.
Size: 7,193 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 62643","194,211"
One Humphreys,TSIM SHA TSUI,"VR TOUR
One Humphreys
TSIM SHA TSUI
Rental: HKD 194,145 / 53 p.s.f.
Size: 3,698 s.f.
Bare Shell, Low Floor
Prop.#: 87942","194,145"
The Center,CENTRAL,"The Center
CENTRAL
Rental: HKD 193,986 / 78 p.s.f.
Price: HKD 59.2M / 23,800 p.s.f.
Size: 2,487 s.f.
Bare Shell, High Floor, Partial Seaview
Prop.#: 90203","193,986"
Allied Kajima Building,WAN CHAI,"Allied Kajima Building
WAN CHAI
Rental: HKD 193,936 / 46 p.s.f.
Size: 4,216 s.f.
Bare Shell, Mid Floor, Partial Seaview
Prop.#: 87187","193,936"
Hysan Place,CAUSEWAY BAY,"Hysan Place
CAUSEWAY BAY
Rental: HKD 193,842 / 89 p.s.f.
Size: 2,178 s.f.
Bare Shell, Mid Floor, Sea View
Prop.#: 91069","193,842"
The Centrium,CENTRAL,"The Centrium
CENTRAL
Rental: HKD 193,610 / 38 p.s.f.
Size: 5,095 s.f.
Bare Shell, High Floor
Prop.#: 2957","193,610"
Plaza 228,WAN CHAI,"Plaza 228
WAN CHAI
Rental: HKD 193,512 / 33 p.s.f.
Size: 5,864 s.f.
Bare Shell, High Floor, Race Course View
Prop.#: 85894","193,512"
Plaza 228,WAN CHAI,"Plaza 228
WAN CHAI
Rental: HKD 193,512 / 33 p.s.f.
Size: 5,864 s.f.
Bare Shell, High Floor, Race Course View
Prop.#: 85895","193,512"
Plaza 228,WAN CHAI,"Plaza 228
WAN CHAI
Rental: HKD 193,512 / 33 p.s.f.
Size: 5,864 s.f.
Bare Shell, High Floor, Race Course View
Prop.#: 85896","193,512"
Sino Plaza,CAUSEWAY BAY,"Sino Plaza
CAUSEWAY BAY
Rental: HKD 193,200 / 46 p.s.f.
Size: 4,200 s.f.
Fully Fitted, Mid Floor, Sea View
Prop.#: 4332","193,200"
"Queen's Road Central, 9",CENTRAL,"Queen's Road Central, 9
CENTRAL
Rental: HKD 193,105 / 55 p.s.f.
Size: 3,511 s.f.
Fully Fitted, High Floor, Partial Seaview
Prop.#: 21403","193,105"
"Des Voeux Road West, 9",SHEUNG WAN,"Des Voeux Road West, 9
SHEUNG WAN
Rental: HKD 192,752 / 28 p.s.f.
Price: HKD 88.1M / 12,800 p.s.f.
Size: 6,884 s.f.
Fully Fitted, Mid Floor, Sea View
Prop.#: 77668","192,752"
South Seas Centre - Tower 1,TSIM SHA TSUI,"South Seas Centre - Tower 1
TSIM SHA TSUI
Rental: HKD 192,312 / 24 p.s.f.
Size: 8,013 s.f.
Fully Fitted
Prop.#: 89566","192,312"
Berkshire House,QUARRY BAY,"Berkshire House
QUARRY BAY
Rental: HKD 192,255 / 35 p.s.f.
Size: 5,493 s.f.
Mid Floor, Sea View
Prop.#: 58952","192,255"
Pacific House,CENTRAL,"Pacific House
CENTRAL
Rental: HKD 191,880 / 52 p.s.f.
Size: 3,690 s.f.
Fully Fitted, Low Floor, City View
Prop.#: 1851","191,880"
Sun Hung Kai Centre,WAN CHAI,"Sun Hung Kai Centre
WAN CHAI
Rental: HKD 191,820 / 60 p.s.f.
Size: 3,197 s.f.
Bare Shell, High Floor, Open View
Prop.#: 82369","191,820"
